Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length
"Sunshine Daydream (aka Yo Picasso)","Yo Picasso (aka Sunshine Daydream) Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106492551/sunshine-daydream-aka-yo-picasso,3.8,-1,Boulder,V4,1,16
"Velvet Fog","Velvet Fog boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107218954/velvet-fog,2.9,-1,Boulder,V3,1,12
"Marc's Variation","Velvet Fog boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107218961/marcs-variation,2.5,-1,Boulder,V4,1,12
Kinesthesia,"Kinesthesia > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109089188/kinesthesia,2.0,-1,Boulder,V5,1,
"The Mobius","The Mobius > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109089230/the-mobius,3.0,-1,Boulder,V4,1,
"Daniels Overhang","The Mobius > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109089248/daniels-overhang,2.0,-1,Boulder,V5-,1,
"The Mobius Direct","The Mobius > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109090818/the-mobius-direct,2.0,-1,Boulder,V5,1,8
"Thin White Duke","Duke Boulder > Area 51/Deer Canyon > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112109868/thin-white-duke,2.0,-1,Boulder,V2,1,12
"Year of the Cockroach","Cockroach Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106499184/year-of-the-cockroach,3.3,-1,Boulder,V5+,1,15
"For the Love of Basic Cable (I <3 Cable)","Cockroach Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108169106/for-the-love-of-basic-cable-i-3-cable,3.5,-1,Boulder,V9,1,20
"Iceberg Arete Direct","Iceberg 3 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106502165/iceberg-arete-direct,2.0,-1,Boulder,V1,1,12
"Go with the Floe","Iceberg 3 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106502173/go-with-the-floe,1.5,-1,Boulder,V1,1,12
"Iceberg Arete","Iceberg 3 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106502161/iceberg-arete,3.0,-1,Boulder,V2,1,20
"Buddha Belly","Iceberg 3 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106502169/buddha-belly,2.0,-1,Boulder,V5,1,12
Crack-O-Pop,"Iceberg 1 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/106504782/crack-o-pop,3.1,-1,Boulder,V5,1,12
"The Undone Greg Loh Project","Iceberg 1 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112009438/the-undone-greg-loh-project,2.0,-1,Boulder,V8,1,15
Unnamed,"Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112000845/unnamed,1.0,-1,Boulder,V0,1,10
Flex,"Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112000864/flex,1.0,-1,Boulder,V1,1,12
"Unnamed V4","Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108771427/unnamed-v4,1.8,-1,Boulder,V4,1,12
"Unnamed v6","Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/107901506/unnamed-v6,2.7,-1,Boulder,V6,1,10
"Greenpeace (Stand)","Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108400572/greenpeace-stand,1.9,-1,Boulder,V8,1,10
"Greenpeace (Sit)","Iceberg 2 > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108443099/greenpeace-sit,3.0,-1,Boulder,V10,1,8
"Hurdy Gurdy Man","Accordian Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109105425/hurdy-gurdy-man,1.0,-1,Boulder,V3-4,1,9
"Organ Donor Dyno","Accordian Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109105464/organ-donor-dyno,-1.0,-1,Boulder,V4,1,11
"The Organ Grinder","Accordian Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109105448/the-organ-grinder,2.0,-1,Boulder,V5,1,11
"The Real Organ Grinder","Accordian Boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/109105453/the-real-organ-grinder,2.7,-1,Boulder,V5,1,15
"White Face Right Arete","White Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471630/white-face-right-arete,1.0,-1,Boulder,"V0 PG13",1,20
"Pistol Whipped","White Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471762/pistol-whipped,3.0,-1,Boulder,V3-,1,15
"White Face","White Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471613/white-face,2.0,-1,Boulder,V3,1,17
"Problem A","Quartz Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471814/problem-a,1.0,-1,Boulder,V0,1,8
"Quartz Face","Quartz Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471807/quartz-face,2.0,-1,Boulder,V0+,1,10
"Razor's Edge","Quartz Face Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471823/razors-edge,2.0,-1,Boulder,V3+,1,8
"Offwidth Outlaw","Split Rock > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110471837/offwidth-outlaw,1.0,-1,Boulder,V1,1,20
"Handle over Heel","Grand Traverse > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110651593/handle-over-heel,3.0,-1,Boulder,V4,1,15
"Mast scale","The Destroyer > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110651691/mast-scale,2.0,-1,Boulder,V1,1,18
"Two Cones Hung Low","The Destroyer > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110651681/two-cones-hung-low,2.0,-1,Boulder,V1+,1,20
Patinias,"Patina Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110653511/patinias,2.0,-1,Boulder,V1,1,12
"Parlor Tricks","Patina Boulder > Iceberg West > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/110657351/parlor-tricks,1.0,-1,Boulder,V1+,1,10
"Donkey Show","Donkey boulder > The Icebergs > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/112115876/donkey-show,2.0,-1,Boulder,V2-,1,10
"Pancake House","Pancake House > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108229680/pancake-house,2.7,-1,Boulder,V5,1,7
I-Flop,"Pancake House > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108229705/i-flop,2.0,-1,Boulder,V6,1,7
"Ceramic Salamander","Salamander Boulder > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108405138/ceramic-salamander,3.0,-1,Boulder,V4,1,12
"Porcelain Salamander","Salamander Boulder > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108405124/porcelain-salamander,3.5,-1,Boulder,"V7 PG13",1,15
"Pit Boss","Pit Boss Boulder > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/108532671/pit-boss,2.1,-1,Boulder,V7,1,10
"Arabian Battle Trill","Arabian Battle Trill Boulder > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/113264483/arabian-battle-trill,1.0,-1,Boulder,V5,1,12
Medusa,"Medusa Boulder > The Edge of Nowhere > The Tramway > San Jacinto Mountains > California",https://www.mountainproject.com/route/115405855/medusa,2.0,-1,Boulder,V6,1,12
